momentum,learning_rate,hidden_dim,epochs,dropout_rate,batch_size,best_vloss,best_epoch,training_f1_score,testing_f1_score
0.7000000000000001,0.015,8,150,0.4,4,0.07045578211545944,103,0.8491803278688523,0.9166666666666666
0.9,0.015,32,150,0.15000000000000002,4,0.05378402769565582,139,0.8676716917922948,0.9295774647887324
0.2,0.015,16,400,0.05,32,0.09447238594293594,385,0.8561983471074379,0.9166666666666666
0.8,0.01,8,250,0.2,8,0.0677015408873558,239,0.8662207357859533,0.923076923076923
0.5,0.005,4,450,0.2,16,0.6587178111076355,254,0.5163934426229508,0.5344827586206897
0.6000000000000001,0.005,16,50,0.35000000000000003,8,0.6561147570610046,21,0.0,0.0
1.0,0.015,4,250,0.25,16,0.057648465037345886,8,0.23883318140382861,0.24043715846994537
1.0,0.01,8,200,0.2,32,0.05434533581137657,49,0.39666919000757,0.42580645161290326
1.0,0.005,16,400,0.1,16,0.05516223981976509,73,0.4682752457551385,0.4943820224719101
0.1,0.01,16,350,0.4,32,0.6611265540122986,6,0.0,0.0
0.8,0.015,32,350,0.30000000000000004,32,0.07851240038871765,318,0.8464052287581699,0.9166666666666666
0.4,0.005,8,250,0.25,8,0.6600645184516907,64,0.23883318140382861,0.24043715846994537
0.7000000000000001,0.015,4,150,0.0,8,0.06201394274830818,108,0.8604651162790697,0.9166666666666666
0.9,0.015,32,350,0.05,8,0.05605963617563248,335,0.8676716917922948,0.9295774647887324
0.5,0.02,8,300,0.05,16,0.06807097047567368,264,0.8662207357859533,0.9166666666666666
0.7000000000000001,0.01,16,350,0.0,32,0.0713721439242363,329,0.8633333333333333,0.9166666666666666
0.5,0.005,16,300,0.0,4,0.06554195284843445,278,0.8745762711864407,0.9295774647887324
0.30000000000000004,0.02,8,450,0.1,8,0.06653214246034622,345,0.8604651162790697,0.9166666666666666
0.7000000000000001,0.005,4,450,0.25,4,0.06860976666212082,434,0.8561983471074379,0.9166666666666666
0.30000000000000004,0.015,8,200,0.30000000000000004,4,0.07500036805868149,191,0.8547854785478548,0.9166666666666666
0.5,0.005,32,50,0.25,8,0.6187081336975098,28,0.23883318140382861,0.24043715846994537
0.1,0.015,16,500,0.30000000000000004,32,0.6149448156356812,499,0.6285714285714286,0.6592178770949721
0.8,0.005,16,450,0.35000000000000003,4,0.06570720672607422,415,0.8505747126436782,0.9166666666666666
0.9,0.02,16,200,0.05,4,0.05638755485415459,169,0.8850771869639794,0.9295774647887324
0.6000000000000001,0.02,32,150,0.35000000000000003,4,0.06756246089935303,106,0.8547854785478548,0.9166666666666666
0.9,0.02,4,300,0.35000000000000003,4,0.10768511891365051,115,0.8760611205432939,0.9295774647887324
0.0,0.01,32,300,0.1,16,0.11122801899909973,289,0.857615894039735,0.9166666666666666
0.0,0.01,8,250,0.2,32,0.6656618714332581,0,0.23883318140382861,0.24043715846994537
0.4,0.01,8,150,0.2,32,0.6329996585845947,0,0.0,0.0
0.30000000000000004,0.01,32,500,0.35000000000000003,32,0.5857622623443604,495,0.555793991416309,0.5803571428571429
0.9,0.005,4,400,0.15000000000000002,4,0.05798543244600296,220,0.8730964467005077,0.9295774647887324
1.0,0.005,16,450,0.15000000000000002,8,0.396239310503006,74,0.23883318140382861,0.24043715846994537
0.2,0.005,8,200,0.25,32,0.6154350638389587,0,0.0,0.0
0.4,0.01,32,100,0.25,4,0.09070678800344467,94,0.8519736842105263,0.9103448275862069
0.5,0.02,16,450,0.4,8,0.06948688626289368,284,0.8604651162790697,0.9166666666666666
0.30000000000000004,0.005,4,250,0.30000000000000004,16,0.6769316792488098,193,0.0,0.0
1.0,0.005,16,400,0.2,32,0.05558250471949577,103,0.6836461126005362,0.7428571428571429
0.9,0.02,32,50,0.4,4,0.059833377599716187,41,0.8705882352941177,0.923076923076923
0.8,0.01,4,300,0.1,32,0.19063301384449005,297,0.8235294117647058,0.9041095890410958
0.6000000000000001,0.015,16,250,0.2,8,0.07024850696325302,189,0.8547854785478548,0.9166666666666666
0.30000000000000004,0.015,16,50,0.15000000000000002,16,0.6536185145378113,45,0.0076045627376425855,0.0
0.7000000000000001,0.01,4,250,0.1,32,0.4841556251049042,248,0.8043478260869565,0.8311688311688312
0.8,0.01,16,400,0.15000000000000002,16,0.0670728012919426,380,0.8561983471074379,0.9166666666666666
0.1,0.02,8,150,0.2,8,0.2038237750530243,146,0.8547854785478548,0.9166666666666666
0.6000000000000001,0.01,16,50,0.0,16,0.6494147181510925,41,0.46994535519125674,0.4852941176470588
0.4,0.02,8,300,0.4,4,0.06872066855430603,280,0.8519736842105263,0.9166666666666666
0.30000000000000004,0.02,4,50,0.25,32,0.6713096499443054,39,0.0,0.0
0.8,0.015,8,150,0.2,8,0.06584564596414566,125,0.8519736842105263,0.923076923076923
0.1,0.02,32,500,0.1,16,0.07308418303728104,489,0.8604651162790697,0.9166666666666666
0.2,0.02,16,200,0.0,32,0.14728742837905884,197,0.8436482084690555,0.9041095890410958
0.4,0.005,32,250,0.35000000000000003,4,0.08902163058519363,243,0.8547854785478548,0.9166666666666666
0.4,0.01,8,100,0.30000000000000004,8,0.6378692984580994,7,0.0,0.0
0.2,0.005,4,150,0.0,32,0.5658451318740845,0,0.2642460917801311,0.2672064777327935
0.9,0.015,32,400,0.0,16,0.056613098829984665,142,0.8865979381443299,0.9295774647887324
0.5,0.01,4,350,0.35000000000000003,4,0.09669990092515945,317,0.8505747126436782,0.9166666666666666
0.2,0.015,16,100,0.4,4,0.48921042680740356,98,0.7812971342383107,0.8258064516129031
0.0,0.015,4,50,0.15000000000000002,4,0.6572574973106384,10,0.4407530454042082,0.4705882352941177
0.7000000000000001,0.02,16,150,0.05,16,0.06838532537221909,138,0.859038142620232,0.9166666666666666
0.30000000000000004,0.01,16,150,0.2,8,0.13641411066055298,147,0.8450244698205547,0.9103448275862069
0.7000000000000001,0.005,8,250,0.25,16,0.654451310634613,233,0.3393782383419689,0.34828496042216356
0.2,0.005,8,350,0.15000000000000002,16,0.5865525603294373,0,0.5468053491827638,0.6405228758169934
0.5,0.02,32,250,0.4,16,0.09417219460010529,247,0.840909090909091,0.9103448275862069
0.9,0.015,32,200,0.4,16,0.06747529655694962,192,0.8505747126436782,0.9166666666666666
0.2,0.015,4,350,0.05,32,0.6444703936576843,349,0.5682758620689654,0.5680473372781065
0.5,0.01,8,50,0.1,16,0.65085369348526,30,0.4436860068259385,0.4852941176470588
0.8,0.005,4,250,0.30000000000000004,8,0.11738622188568115,249,0.8505747126436782,0.9103448275862069
0.9,0.005,32,350,0.0,32,0.06617191433906555,237,0.8691275167785235,0.923076923076923
0.2,0.005,8,500,0.4,16,0.6663714647293091,150,0.0,0.0
0.7000000000000001,0.02,4,400,0.35000000000000003,4,0.10384267568588257,373,0.8831615120274913,0.9295774647887324
0.1,0.005,8,200,0.25,8,0.6674807667732239,0,0.0,0.0
1.0,0.005,16,50,0.05,16,0.04966641962528229,19,0.8805460750853241,0.9428571428571428
0.2,0.02,4,50,0.0,8,0.63735431432724,47,0.5058697972251868,0.5381165919282511
0.30000000000000004,0.01,4,400,0.2,4,0.07539085298776627,350,0.8618968386023294,0.923076923076923
