mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_weights,param_n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,model
0.0009801864624023437,0.0003054058950815312,0.008234643936157226,0.00153261367806335,uniform,5,"{'weights': 'uniform', 'n_neighbors': 5}",0.9722627737226277,0.9837518463810931,0.962536023054755,0.9667149059334298,0.9751098096632502,0.9720750717510311,0.007284459617698064,6,0.9772893772893771,0.9755027422303474,0.9791132282887505,0.9758948137326516,0.9769315269132186,0.9769463376908691,0.0012651467011228449,KNeighborsClassifier() [OVERSAMPLE]
0.001884794235229492,0.0005778411882326242,0.0037079811096191405,0.0016870502606160169,distance,5,"{'weights': 'distance', 'n_neighbors': 5}",0.9737609329446064,0.9867060561299852,0.9639249639249639,0.969521044992743,0.976608187134503,0.9741042370253604,0.007613366123429608,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,KNeighborsClassifier() [OVERSAMPLE]
0.001668405532836914,0.00011197375207899508,0.010524177551269531,0.0022708848116234906,uniform,6,"{'weights': 'uniform', 'n_neighbors': 6}",0.9736842105263157,0.9837518463810931,0.9639249639249639,0.969521044992743,0.9751098096632502,0.9731983750976733,0.006554148087599675,3,0.9776474899230487,0.9758595464520847,0.9797868430723999,0.9769146207401979,0.9772893772893771,0.9774995754954217,0.0012906992105884512,KNeighborsClassifier() [OVERSAMPLE]
0.0012830257415771484,0.0004148958332441496,0.004555559158325196,0.001843774010665582,distance,6,"{'weights': 'distance', 'n_neighbors': 6}",0.9737609329446064,0.9852507374631269,0.9639249639249639,0.9681159420289854,0.976608187134503,0.9735321526992371,0.007327659534737571,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,KNeighborsClassifier() [OVERSAMPLE]
0.001871633529663086,0.0006578614931475145,0.013184118270874023,0.0030409995544547546,uniform,7,"{'weights': 'uniform', 'n_neighbors': 7}",0.9708454810495627,0.9794117647058823,0.9611510791366906,0.9639249639249639,0.9680232558139535,0.9686713089262107,0.006318006561747061,46,0.9712413542045868,0.9708879184861717,0.9758418740849196,0.9733479372033589,0.9719489981785063,0.9726536164315085,0.0018030933926437478,KNeighborsClassifier() [OVERSAMPLE]
0.0011316299438476562,0.0004102998410150363,0.004125833511352539,0.0020670172184967055,distance,7,"{'weights': 'distance', 'n_neighbors': 7}",0.9723435225618632,0.9852507374631269,0.9611510791366906,0.9681159420289854,0.9709302325581396,0.9715583027497612,0.007856894569269662,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,KNeighborsClassifier() [OVERSAMPLE]
0.0012466907501220703,0.0003768318288326807,0.010310792922973632,0.0023894667484773806,uniform,8,"{'weights': 'uniform', 'n_neighbors': 8}",0.9692532942898976,0.9823008849557523,0.9639249639249639,0.9653179190751445,0.9678362573099415,0.9697266639111399,0.006557522467417918,19,0.9718670076726342,0.9719489981785063,0.976199194434273,0.9751280175566936,0.9732894255397001,0.9736865286763614,0.0017250356064864472,KNeighborsClassifier() [OVERSAMPLE]
0.0011103630065917968,0.0003807515715725753,0.005542469024658203,0.0024661112690916214,distance,8,"{'weights': 'distance', 'n_neighbors': 8}",0.9723435225618632,0.9852507374631269,0.9653179190751445,0.9653179190751445,0.9723435225618632,0.9721147241474284,0.007280833216608529,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,KNeighborsClassifier() [OVERSAMPLE]
0.0013661861419677734,0.00045611495398459583,0.011443471908569336,0.002460347510266939,uniform,9,"{'weights': 'uniform', 'n_neighbors': 9}",0.9650145772594753,0.9794117647058823,0.9639249639249639,0.962536023054755,0.9664233576642335,0.967462137321862,0.006109687479165202,52,0.9690346083788707,0.9701818181818183,0.9733479372033589,0.9729927007299269,0.9693877551020409,0.9709889639192031,0.0018228864834418524,KNeighborsClassifier() [OVERSAMPLE]
0.0012187957763671875,0.0005095051335475618,0.007427310943603516,0.0032908138148348177,distance,9,"{'weights': 'distance', 'n_neighbors': 9}",0.9723435225618632,0.98379970544919,0.9653179190751445,0.9681159420289854,0.9709302325581396,0.9721014643346646,0.0063274022405769865,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,KNeighborsClassifier() [OVERSAMPLE]
0.001189851760864258,0.00031172835254550277,0.015395402908325195,0.0069650296505638,uniform,10,"{'weights': 'uniform', 'n_neighbors': 10}",0.9650145772594753,0.9808541973490427,0.9652173913043478,0.9638205499276412,0.9664233576642335,0.9682660147009481,0.0063480049533308595,50,0.9697411593146191,0.9715950473415877,0.9736070381231672,0.9728937728937728,0.9704487413352791,0.9716571518016852,0.0014468191609095943,KNeighborsClassifier() [OVERSAMPLE]
0.001089763641357422,0.00032049748251579077,0.005760002136230469,0.002206878093097803,distance,10,"{'weights': 'distance', 'n_neighbors': 10}",0.969521044992743,0.9823529411764705,0.9653179190751445,0.9681159420289854,0.9709302325581396,0.9712476159662966,0.005854548905744805,9,1.0,1.0,1.0,1.0,1.0,1.0,0.0,KNeighborsClassifier() [OVERSAMPLE]
0.0013140201568603515,0.0006788759374855724,0.01397709846496582,0.0025056238761435564,uniform,11,"{'weights': 'uniform', 'n_neighbors': 11}",0.9636098981077147,0.9808541973490427,0.9652173913043478,0.9624277456647399,0.9650145772594753,0.967424761937064,0.006790501725750724,53,0.967976710334789,0.9670170351576659,0.9704055535257582,0.9707602339181287,0.9697411593146191,0.9691801384501921,0.0014450151064000075,KNeighborsClassifier() [OVERSAMPLE]
0.0016872882843017578,0.00020503620765235732,0.007745981216430664,0.0007457488938940386,distance,11,"{'weights': 'distance', 'n_neighbors': 11}",0.9681159420289854,0.98379970544919,0.9653179190751445,0.9681159420289854,0.9709302325581396,0.9712559482280891,0.0065181501056912035,8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,KNeighborsClassifier() [OVERSAMPLE]
0.0012441158294677734,0.00034440312339461204,0.013271188735961914,0.002588104838777072,uniform,12,"{'weights': 'uniform', 'n_neighbors': 12}",0.9664233576642335,0.9808541973490427,0.9652173913043478,0.9652173913043478,0.9664233576642335,0.968827139057241,0.006037665423061608,40,0.9704487413352791,0.9672250546249088,0.9714703730797367,0.9718258324185876,0.9711573566995254,0.9704254716316075,0.0016632315303967897,KNeighborsClassifier() [OVERSAMPLE]
0.001375579833984375,0.0002844232963513041,0.008113431930541991,0.003671903989455621,distance,12,"{'weights': 'distance', 'n_neighbors': 12}",0.9681159420289854,0.9823529411764705,0.9653179190751445,0.9667149059334298,0.9709302325581396,0.970686388154434,0.006121572413687216,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,KNeighborsClassifier() [OVERSAMPLE]
0.0012141227722167968,0.00032903680192732673,0.012360048294067384,0.002877332968949826,uniform,13,"{'weights': 'uniform', 'n_neighbors': 13}",0.9636098981077147,0.9765395894428153,0.9638205499276412,0.9624277456647399,0.9664233576642335,0.966564228161429,0.005155463140270065,55,0.9676245907602764,0.964065335753176,0.9693430656934306,0.9700511322132944,0.9683290862759374,0.967882642139223,0.002081966238216603,KNeighborsClassifier() [OVERSAMPLE]
