mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_shrinking,param_kernel,param_gamma,param_degree,param_coef0,param_class_weight,param_C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,model
1.8771534442901612,0.4585888181071642,0.029675006866455078,0.0032774394562977453,False,linear,scale,3,0.0,balanced,2.7,"{'shrinking': False, 'kernel': 'linear', 'gamma': 'scale', 'degree': 3, 'coef0': 0.0, 'class_weight': 'balanced', 'C': 2.7}",0.3773584905660377,0.3333333333333333,0.348314606741573,0.3125,0.33879781420765026,0.34206084896971883,0.021192893645670736,455,SVC(random_state=0)
0.14565539360046387,0.01353411111269721,0.09371094703674317,0.00465037285963162,True,rbf,scale,4,1.6,balanced,2.5,"{'shrinking': True, 'kernel': 'rbf', 'gamma': 'scale', 'degree': 4, 'coef0': 1.6, 'class_weight': 'balanced', 'C': 2.5}",0.4070796460176991,0.3149606299212599,0.34426229508196726,0.38095238095238093,0.3620689655172413,0.36186478349810974,0.03136433988063434,151,SVC(random_state=0)
0.22238783836364745,0.01988641939445462,0.02852797508239746,0.008491460903830959,False,poly,auto,3,1.8,balanced,2.2,"{'shrinking': False, 'kernel': 'poly', 'gamma': 'auto', 'degree': 3, 'coef0': 1.8, 'class_weight': 'balanced', 'C': 2.2}",0.3076923076923077,0.2773722627737226,0.35772357723577236,0.32352941176470584,0.30894308943089427,0.31505212977948055,0.02609205423334543,704,SVC(random_state=0)
0.1976851463317871,0.041080687897254456,0.019429445266723633,0.005227208262297409,False,poly,auto,4,1.2000000000000002,balanced,2.0,"{'shrinking': False, 'kernel': 'poly', 'gamma': 'auto', 'degree': 4, 'coef0': 1.2000000000000002, 'class_weight': 'balanced', 'C': 2.0}",0.3773584905660378,0.3103448275862069,0.3486238532110092,0.3247863247863248,0.3047619047619047,0.3331750801822967,0.026794546196550667,593,SVC(random_state=0)
0.15214619636535645,0.008692030057035914,0.0330470085144043,0.006328457221535819,False,sigmoid,scale,4,1.0,balanced,1.9000000000000001,"{'shrinking': False, 'kernel': 'sigmoid', 'gamma': 'scale', 'degree': 4, 'coef0': 1.0, 'class_weight': 'balanced', 'C': 1.9000000000000001}",0.2061855670103093,0.23404255319148934,0.21978021978021975,0.2047244094488189,0.26022304832713755,0.22499115955159493,0.020565792361952197,956,SVC(random_state=0)
0.16139392852783202,0.06163868499054283,0.022312211990356445,0.00817514523588891,True,poly,scale,3,1.0,balanced,1.5,"{'shrinking': True, 'kernel': 'poly', 'gamma': 'scale', 'degree': 3, 'coef0': 1.0, 'class_weight': 'balanced', 'C': 1.5}",0.30088495575221236,0.2900763358778626,0.34146341463414637,0.33082706766917286,0.3247863247863248,0.3176076197439438,0.01914683076476031,690,SVC(random_state=0)
0.5666517734527587,0.042384324825268785,0.025147390365600587,0.0020922700113035065,True,linear,auto,3,0.8,balanced,2.4000000000000004,"{'shrinking': True, 'kernel': 'linear', 'gamma': 'auto', 'degree': 3, 'coef0': 0.8, 'class_weight': 'balanced', 'C': 2.4000000000000004}",0.3773584905660377,0.33492822966507174,0.34636871508379885,0.3125,0.33879781420765026,0.34199064990451167,0.020975328455064817,504,SVC(random_state=0)
0.15916624069213867,0.015617985922931163,0.03363490104675293,0.004349942298807195,False,sigmoid,scale,2,1.4000000000000001,balanced,2.9000000000000004,"{'shrinking': False, 'kernel': 'sigmoid', 'gamma': 'scale', 'degree': 2, 'coef0': 1.4000000000000001, 'class_weight': 'balanced', 'C': 2.9000000000000004}",0.21305841924398625,0.23529411764705882,0.2327272727272727,0.21212121212121213,0.2595419847328244,0.23054860129447086,0.01739745934192696,919,SVC(random_state=0)
1.2170145988464356,0.36255775100227855,0.02639918327331543,0.004589835199162801,False,linear,scale,4,1.0,balanced,1.8,"{'shrinking': False, 'kernel': 'linear', 'gamma': 'scale', 'degree': 4, 'coef0': 1.0, 'class_weight': 'balanced', 'C': 1.8}",0.3755868544600939,0.33492822966507174,0.348314606741573,0.3125,0.33879781420765026,0.3420255010148778,0.020486394162146475,491,SVC(random_state=0)
0.16690335273742676,0.005786882849910261,0.02397432327270508,0.0068504171108260915,False,poly,scale,3,1.2000000000000002,balanced,1.0,"{'shrinking': False, 'kernel': 'poly', 'gamma': 'scale', 'degree': 3, 'coef0': 1.2000000000000002, 'class_weight': 'balanced', 'C': 1.0}",0.2926829268292683,0.27972027972027974,0.3307086614173228,0.3356643356643357,0.3519999999999999,0.31815524072624124,0.027333896574373937,689,SVC(random_state=0)
